holding_id,input_Use_roster__id,s21q02,s21q03,s21q04,s21q05,s21q06,s21q07,s21q08,s21q09,s21q10
05-12-60-40,machine powered land preparation and planting equipment,1,1,0,,,,,No,
05-12-60-40,post-harvest equipment,1,0,,0,,1,18750,No,
05-12-63-94,manually operated equipment,5,5,,,,,,No,
05-12-74-36,manually operated equipment,9,9,,,,,,No,
05-12-74-36,animal powered equipment,1,0,,0,,,,No,
05-12-74-36,post-harvest equipment,2,2,2,,,,,No,
05-12-90-56,manually operated equipment,54,41,,,,,,Yes,52
05-12-90-56,animal powered equipment,3,3,,,,,,Yes,1
05-12-90-56,Vehicle,1,1,1,,,,,No,
05-13-07-29,manually operated equipment,3,3,,,,,,No,
05-13-19-01,manually operated equipment,4,4,,,,,,No,
05-13-19-01,animal powered equipment,1,0,,0,,,,No,
05-13-36-37,manually operated equipment,8,8,,,,,,No,
05-13-36-37,animal powered equipment,1,0,,0,,,,No,
05-13-36-37,post-harvest equipment,2,2,0,,,,,No,
05-13-68-44,manually operated equipment,4,3,,,,,,No,
05-13-89-15,manually operated equipment,1,1,,,,,,No,
05-13-92-16,manually operated equipment,86,85,,,,,,Yes,3
05-13-92-16,animal powered equipment,1,1,,,,,,No,
05-13-93-62,manually operated equipment,17,17,,,,,,No,
05-13-94-79,manually operated equipment,2,2,,,,,,No,
05-14-04-30,manually operated equipment,10,8,,,,,,Yes,1
05-14-05-43,manually operated equipment,2,2,,,,,,No,
05-14-25-63,manually operated equipment,9,9,,,,,,No,
05-14-25-63,Vehicle,1,1,3,,,,,No,
05-14-28-39,manually operated equipment,6,6,,,,,,No,
05-14-28-39,Vehicle,1,0,,0,,1,50000,No,
05-14-28-39,post-harvest equipment,1,0,,0,,1,2000,No,
05-14-39-99,manually operated equipment,6,6,,,,,,No,
05-14-39-99,animal powered equipment,1,1,,,,,,No,
05-14-58-78,manually operated equipment,18,15,,,,,,Yes,10
05-14-58-78,Vehicle,1,0,,0,,1,50000,No,
05-14-58-78,post-harvest equipment,4,3,0,0,,1,30000,No,
05-14-90-21,manually operated equipment,10,7,,,,,,No,
05-14-90-21,post-harvest equipment,2,2,3,,,,,No,
05-14-92-02,manually operated equipment,4,4,,,,,,No,
05-14-92-68,manually operated equipment,2,2,,,,,,No,
05-14-96-91,manually operated equipment,3,3,,,,,,No,
05-15-08-53,manually operated equipment,14,14,,,,,,Yes,14
05-15-08-53,animal powered equipment,2,2,,,,,,No,
05-15-25-85,manually operated equipment,39,39,,,,,,No,
05-15-39-07,manually operated equipment,4,4,,,,,,Yes,1
05-15-62-26,manually operated equipment,9,3,,,,,,No,
05-15-65-68,manually operated equipment,7,7,,,,,,No,
05-15-73-33,manually operated equipment,12,12,,,,,,No,
05-15-84-55,manually operated equipment,482,482,,,,,,Yes,11
05-16-02-14,manually operated equipment,3,3,,,,,,No,
05-16-02-14,Vehicle,1,0,,0,,1,20000,No,
05-16-02-14,post-harvest equipment,1,0,,0,,1,7000,No,
05-16-15-86,manually operated equipment,8,5,,,,,,No,
05-16-24-99,manually operated equipment,5,5,,,,,,No,
05-16-25-53,manually operated equipment,24,24,,,,,,No,
05-16-35-12,manually operated equipment,11,11,,,,,,No,
05-16-81-77,manually operated equipment,3,3,,,,,,No,
05-16-81-77,animal powered equipment,1,1,,,,,,No,
05-16-81-80,manually operated equipment,4,4,,,,,,Yes,4
05-16-81-80,animal powered equipment,1,1,,,,,,No,
05-17-03-86,manually operated equipment,11,9,,,,,,Yes,2
05-17-11-12,manually operated equipment,307,2,,,,,,No,
05-17-11-12,machine powered land preparation and planting equipment,1,0,,0,,1,1056667,No,
05-17-11-12,machine powered crop harvesting equipment,1,0,,0,,1,960000,No,
05-17-31-18,manually operated equipment,6,5,,,,,,No,
05-17-31-18,Vehicle,1,0,,0,,1,10000,No,
05-17-31-18,machine powered land preparation and planting equipment,1,0,,0,,1,40000,No,
05-17-32-88,manually operated equipment,2,2,,,,,,No,
05-17-32-88,animal powered equipment,2,0,,0,,,,No,
05-17-48-73,manually operated equipment,13,10,,,,,,Yes,2
05-17-52-28,manually operated equipment,32,32,,,,,,No,
05-17-52-28,animal powered equipment,2,0,,0,,,,No,
05-17-53-59,manually operated equipment,5,5,,,,,,No,
05-17-58-53,manually operated equipment,106,106,,,,,,No,
05-17-58-53,animal powered equipment,1,1,,,,,,No,
05-17-58-53,Vehicle,1,1,4,,,,,No,
05-17-60-17,manually operated equipment,5,5,,,,,,No,
05-17-78-67,manually operated equipment,3,3,,,,,,No,
05-17-78-67,animal powered equipment,2,0,,0,,,,No,
05-17-97-79,manually operated equipment,14,12,,,,,,Yes,10
05-17-97-79,Vehicle,1,0,,0,,1,120000,No,
05-18-20-89,manually operated equipment,16,16,,,,,,No,
05-18-20-89,Vehicle,1,0,,0,,1,7000,No,
05-18-27-69,manually operated equipment,6,6,,,,,,No,
05-18-38-31,manually operated equipment,6,6,,,,,,No,
05-18-49-96,manually operated equipment,3,3,,,,,,No,
05-18-49-96,Animal rearing equipment,3,3,0,,,,,No,
05-18-54-36,manually operated equipment,14,14,,,,,,Yes,5
05-19-02-58,manually operated equipment,60,59,,,,,,Yes,11
05-19-02-58,machine powered land preparation and planting equipment,1,0,,0,,1,300000,No,
05-19-02-58,post-harvest equipment,7,7,1,,,,,No,
05-19-21-76,manually operated equipment,2,2,,,,,,No,
05-19-21-76,Vehicle,1,1,2,,,,,No,
05-19-21-76,machine powered land preparation and planting equipment,1,0,,0,,1,400000,No,
05-19-39-05,manually operated equipment,1,1,,,,,,No,
05-19-41-57,manually operated equipment,4,4,,,,,,No,
05-19-41-57,animal powered equipment,1,1,,,,,,No,
05-19-41-57,Vehicle,1,1,2,,,,,No,
05-19-43-88,manually operated equipment,10,10,,,,,,No,
05-19-43-88,animal powered equipment,2,2,,,,,,No,
05-19-51-84,manually operated equipment,8,3,,,,,,No,
05-19-51-84,animal powered equipment,2,0,,0,,,,No,
05-19-51-84,machine powered land preparation and planting equipment,1,0,,0,,1,30000,No,
05-19-59-63,manually operated equipment,4,4,,,,,,No,
05-19-59-63,animal powered equipment,1,1,,,,,,No,
05-19-59-63,Vehicle,1,0,,0,,1,200000,No,
05-19-74-13,manually operated equipment,2,2,,,,,,No,
05-19-81-54,manually operated equipment,20,20,,,,,,No,
05-19-81-54,animal powered equipment,6,2,,2,,,,Yes,4
05-19-88-77,manually operated equipment,7,6,,,,,,No,
05-19-88-77,animal powered equipment,1,1,,,,,,No,
05-19-89-30,manually operated equipment,43,43,,,,,,Yes,43
05-19-89-30,animal powered equipment,3,3,,,,,,Yes,3
05-19-94-23,manually operated equipment,12,10,,,,,,No,
05-19-94-23,animal powered equipment,1,1,,,,,,No,
05-19-96-52,manually operated equipment,8,8,,,,,,No,
05-19-96-52,animal powered equipment,1,0,,1,,,,No,
05-20-01-25,manually operated equipment,7,7,,,,,,No,
05-20-05-13,manually operated equipment,5,5,,,,,,No,
05-20-08-41,manually operated equipment,4,4,,,,,,No,
05-20-08-41,animal powered equipment,1,1,,,,,,No,
05-20-18-17,manually operated equipment,11,11,,,,,,No,
05-20-25-34,manually operated equipment,4,4,,,,,,No,
05-20-33-46,manually operated equipment,12,12,,,,,,No,
05-20-37-90,manually operated equipment,59,59,,,,,,No,
05-20-37-90,animal powered equipment,1,1,,,,,,No,
05-20-50-89,manually operated equipment,19,18,,,,,,No,
05-20-50-89,animal powered equipment,1,0,,0,,,,No,
05-20-50-89,Vehicle,1,0,,0,,1,60000,No,
05-20-50-89,post-harvest equipment,1,0,,0,,1,26000,No,
05-20-53-63,manually operated equipment,12,12,,,,,,No,
05-20-61-56,manually operated equipment,4,4,,,,,,No,
05-20-70-24,manually operated equipment,7,7,,,,,,No,
05-20-71-96,manually operated equipment,9,9,,,,,,Yes,4
05-21-04-97,manually operated equipment,7,7,,,,,,No,
05-21-04-97,animal powered equipment,1,1,,,,,,No,
05-21-08-79,manually operated equipment,6,1,,,,,,Yes,4
05-21-08-79,animal powered equipment,1,1,,,,,,No,
05-21-10-49,manually operated equipment,3,3,,,,,,No,
05-21-22-34,manually operated equipment,12,8,,,,,,No,
05-21-68-49,manually operated equipment,5,5,,,,,,No,
05-21-74-10,manually operated equipment,5,5,,,,,,No,
05-21-79-26,manually operated equipment,47,40,,,,,,No,
05-21-79-26,Vehicle,1,0,,1,2,,,No,
05-21-79-26,machine powered land preparation and planting equipment,1,0,,0,,1,300000,No,
05-21-86-50,manually operated equipment,7,6,,,,,,No,
05-21-86-50,animal powered equipment,2,2,,,,,,No,
05-22-05-00,manually operated equipment,48,48,,,,,,Yes,4
05-22-05-00,Vehicle,2,0,,0,,2,313500,No,
05-22-05-00,post-harvest equipment,5,4,1,0,,1,80000,No,
05-22-15-35,manually operated equipment,6,6,,,,,,No,
05-22-15-35,animal powered equipment,1,1,,,,,,No,
05-22-19-88,manually operated equipment,4,4,,,,,,No,
05-22-19-88,animal powered equipment,1,0,,1,,,,No,
05-22-65-68,manually operated equipment,4,2,,,,,,No,
05-22-72-64,manually operated equipment,2,2,,,,,,No,
05-22-75-17,manually operated equipment,7,7,,,,,,No,
05-22-75-17,animal powered equipment,1,1,,,,,,No,
05-22-75-17,Vehicle,1,1,3,,,,,No,
05-22-88-38,manually operated equipment,3,3,,,,,,No,
05-22-88-38,animal powered equipment,1,1,,,,,,No,
05-23-28-62,manually operated equipment,27,27,,,,,,No,
05-23-28-62,machine powered equipment,80,80,2,,,,,No,
05-23-28-62,Vehicle,1,1,0,,,,,No,
05-23-29-71,manually operated equipment,15,15,,,,,,No,
05-23-29-71,animal powered equipment,1,0,,0,,,,No,
05-23-29-71,post-harvest equipment,1,0,,0,,1,5000,No,
05-23-38-27,manually operated equipment,5,5,,,,,,No,
05-23-59-72,manually operated equipment,2,2,,,,,,No,
05-23-59-72,Vehicle,2,0,,0,,2,130000,No,
05-24-06-33,manually operated equipment,12,12,,,,,,Yes,7
05-24-21-50,manually operated equipment,6,5,,,,,,No,
05-24-27-56,manually operated equipment,1,1,,,,,,No,
05-24-31-48,manually operated equipment,25,25,,,,,,No,
05-24-31-48,post-harvest equipment,1,1,1,,,,,No,
05-24-44-59,manually operated equipment,7,7,,,,,,No,
05-24-44-59,animal powered equipment,1,1,,,,,,No,
05-24-47-86,manually operated equipment,15,15,,,,,,No,
05-24-47-86,animal powered equipment,4,1,,0,,,,No,
05-24-56-23,manually operated equipment,10,10,,,,,,No,
05-24-56-23,animal powered equipment,1,0,,0,,,,No,
05-24-69-26,manually operated equipment,4,4,,,,,,No,
05-24-73-24,manually operated equipment,36,36,,,,,,No,
05-24-73-24,animal powered equipment,1,0,,0,,,,No,
05-24-78-11,manually operated equipment,3,3,,,,,,No,
05-24-82-64,manually operated equipment,4,4,,,,,,No,
05-24-82-64,animal powered equipment,1,1,,,,,,No,
05-24-99-17,manually operated equipment,6,6,,,,,,No,
05-25-00-23,manually operated equipment,15,14,,,,,,No,
05-25-00-23,Vehicle,1,0,,0,,1,50000,No,
05-25-45-94,manually operated equipment,31,29,,,,,,No,
05-25-45-94,Vehicle,1,0,,0,,1,35000,No,
05-25-48-37,manually operated equipment,10,3,,,,,,No,
05-25-48-37,animal powered equipment,1,0,,1,,,,No,
05-25-48-37,Vehicle,1,0,,0,,1,45000,No,
05-25-56-94,manually operated equipment,3,3,,,,,,No,
05-25-62-76,manually operated equipment,28,28,,,,,,No,
05-25-62-76,animal powered equipment,1,0,,0,,,,No,
05-25-72-84,manually operated equipment,14,14,,,,,,Yes,1
05-25-72-84,animal powered equipment,1,0,,0,,,,No,
05-25-75-28,manually operated equipment,11,11,,,,,,Yes,2
05-25-75-28,Vehicle,1,0,,0,,1,120000,No,
05-25-79-07,manually operated equipment,9,9,,,,,,No,
05-25-79-07,animal powered equipment,1,1,,,,,,No,
05-25-79-07,post-harvest equipment,1,0,,0,,1,12000,No,
05-25-79-43,manually operated equipment,46,46,,,,,,No,
05-25-79-43,animal powered equipment,1,0,,0,,,,No,
05-25-79-43,Vehicle,1,0,,0,,1,80000,No,
05-25-85-63,manually operated equipment,5,5,,,,,,No,
05-25-85-63,animal powered equipment,2,2,,,,,,No,
05-25-85-63,machine powered land preparation and planting equipment,1,1,0,,,,,No,
05-25-88-10,manually operated equipment,7,7,,,,,,No,
05-25-93-44,manually operated equipment,11,5,,,,,,No,
05-25-93-44,animal powered equipment,2,0,,2,,,,No,
05-25-95-18,manually operated equipment,4,4,,,,,,No,
05-25-97-66,manually operated equipment,2,2,,,,,,No,
05-26-23-24,manually operated equipment,21,21,,,,,,No,
05-26-28-66,manually operated equipment,3,3,,,,,,No,
05-26-34-26,manually operated equipment,5,5,,,,,,No,
05-26-37-35,manually operated equipment,59,58,,,,,,No,
05-26-37-35,animal powered equipment,1,1,,,,,,No,
05-26-37-35,Vehicle,1,0,,0,,1,50000,No,
05-26-48-29,manually operated equipment,18,17,,,,,,No,
05-26-48-29,post-harvest equipment,2,2,0,,,,,No,
05-26-83-87,manually operated equipment,5,5,,,,,,No,
05-26-88-57,manually operated equipment,6,6,,,,,,No,
05-26-90-80,manually operated equipment,11,11,,,,,,No,
05-27-17-51,manually operated equipment,19,6,,,,,,Yes,2
05-27-17-51,animal powered equipment,1,1,,,,,,No,
05-27-21-25,manually operated equipment,6,6,,,,,,No,
05-27-27-46,manually operated equipment,17,17,,,,,,No,
05-27-27-90,manually operated equipment,3,3,,,,,,No,
05-27-34-20,manually operated equipment,18,7,,,,,,No,
05-27-34-20,animal powered equipment,1,0,,0,,,,No,
05-27-37-46,manually operated equipment,6,6,,,,,,No,
05-27-37-46,animal powered equipment,2,2,,,,,,No,
05-27-43-03,manually operated equipment,3,3,,,,,,No,
05-27-53-43,manually operated equipment,3,3,,,,,,Yes,3
05-27-53-43,animal powered equipment,6,0,,0,,,,No,
05-27-84-32,manually operated equipment,5,5,,,,,,No,
05-27-84-32,animal powered equipment,1,1,,,,,,No,
05-27-92-33,manually operated equipment,69,64,,,,,,Yes,5
05-27-92-33,animal powered equipment,2,2,,,,,,No,
05-27-97-92,manually operated equipment,9,9,,,,,,No,
05-28-00-96,manually operated equipment,5,5,,,,,,Yes,5
05-28-00-96,animal powered equipment,1,1,,,,,,Yes,1
05-28-21-06,manually operated equipment,10,10,,,,,,No,
05-28-23-43,manually operated equipment,15,15,,,,,,No,
05-28-23-43,animal powered equipment,1,0,,1,,,,No,
05-28-31-65,manually operated equipment,2,2,,,,,,No,
05-28-32-49,manually operated equipment,4,4,,,,,,No,
05-28-32-49,post-harvest equipment,2,2,2,,,,,No,
05-28-50-90,manually operated equipment,23,20,,,,,,No,
05-28-65-82,manually operated equipment,5,5,,,,,,No,
05-28-65-82,animal powered equipment,2,0,,0,,,,No,
05-28-81-05,manually operated equipment,7,7,,,,,,No,
05-28-97-40,manually operated equipment,1,1,,,,,,No,
05-29-05-82,manually operated equipment,18,18,,,,,,No,
05-29-05-82,Vehicle,1,0,,0,,1,40000,No,
05-29-25-84,manually operated equipment,4,4,,,,,,No,
05-29-30-76,manually operated equipment,3,3,,,,,,No,
05-29-36-08,manually operated equipment,3,3,,,,,,No,
05-29-48-52,manually operated equipment,3,3,,,,,,No,
05-29-48-54,manually operated equipment,18,18,,,,,,Yes,12
05-29-53-15,manually operated equipment,25,25,,,,,,No,
05-29-53-15,Vehicle,3,0,,3,0,,,No,
05-29-56-68,manually operated equipment,7,6,,,,,,No,
05-29-56-68,Vehicle,4,0,,0,,4,270000,No,
05-29-63-95,manually operated equipment,9,6,,,,,,No,
05-29-63-95,animal powered equipment,1,1,,,,,,No,
05-29-74-99,manually operated equipment,8,8,,,,,,No,
05-29-80-12,manually operated equipment,7,5,,,,,,No,
05-29-80-12,animal powered equipment,1,0,,1,,,,No,
05-29-87-78,manually operated equipment,12,11,,,,,,No,
05-30-13-55,manually operated equipment,11,11,,,,,,No,
05-30-13-55,animal powered equipment,1,1,,,,,,No,
05-30-29-09,manually operated equipment,20,6,,,,,,No,
05-30-38-95,manually operated equipment,6,6,,,,,,No,
05-30-48-63,manually operated equipment,14,14,,,,,,No,
05-30-67-48,manually operated equipment,6,6,,,,,,No,
05-30-69-94,manually operated equipment,3,3,,,,,,No,
05-30-73-40,manually operated equipment,36,5,,,,,,No,
05-30-73-40,Vehicle,1,0,,0,,1,120000,No,
05-30-79-12,manually operated equipment,25,19,,,,,,No,
05-30-79-12,animal powered equipment,1,1,,,,,,No,
05-30-91-80,manually operated equipment,25,25,,,,,,No,
05-30-97-70,manually operated equipment,5,5,,,,,,No,
05-30-97-70,animal powered equipment,1,0,,0,,,,No,
05-31-15-04,manually operated equipment,2,2,,,,,,No,
05-31-31-42,manually operated equipment,5,4,,,,,,Yes,8
05-31-31-42,animal powered equipment,1,0,,0,,,,No,
05-31-32-80,manually operated equipment,15,15,,,,,,Yes,5
05-31-32-80,animal powered equipment,1,0,,0,,,,No,
05-31-36-99,manually operated equipment,9,9,,,,,,No,
05-31-37-32,manually operated equipment,13,13,,,,,,No,
05-31-37-32,animal powered equipment,2,1,,0,,,,No,
05-31-39-66,manually operated equipment,2,2,,,,,,No,
05-31-39-66,animal powered equipment,2,2,,,,,,No,
05-31-39-92,manually operated equipment,7,7,,,,,,No,
05-31-39-92,Vehicle,1,1,3,,,,,No,
05-31-58-53,manually operated equipment,36,36,,,,,,No,
05-31-58-53,animal powered equipment,1,0,,0,,,,No,
05-31-81-94,manually operated equipment,3,3,,,,,,No,
05-31-82-66,manually operated equipment,19,19,,,,,,No,
05-31-85-84,manually operated equipment,5,5,,,,,,No,
05-31-85-84,animal powered equipment,1,0,,0,,,,No,
05-31-97-21,manually operated equipment,21,12,,,,,,No,
05-31-97-21,Vehicle,2,1,2,0,,1,280000,No,
05-32-26-26,manually operated equipment,2,2,,,,,,Yes,2
05-32-31-50,manually operated equipment,5,5,,,,,,No,
05-32-32-61,manually operated equipment,11,10,,,,,,No,
05-32-32-61,animal powered equipment,1,1,,,,,,No,
05-32-39-63,manually operated equipment,6,5,,,,,,No,
05-32-47-23,manually operated equipment,5,5,,,,,,No,
05-32-47-23,animal powered equipment,1,1,,,,,,No,
05-32-48-76,manually operated equipment,6,6,,,,,,No,
05-32-54-29,manually operated equipment,10,10,,,,,,No,
05-32-54-29,animal powered equipment,1,1,,,,,,No,
05-32-59-37,manually operated equipment,2,2,,,,,,No,
05-32-59-37,animal powered equipment,1,0,,1,,,,No,
05-32-67-31,manually operated equipment,6,6,,,,,,No,
05-32-67-31,Vehicle,1,0,,0,,1,240000,No,
05-32-82-56,manually operated equipment,4,4,,,,,,No,
05-32-85-40,manually operated equipment,10,10,,,,,,No,
05-32-88-81,manually operated equipment,25,25,,,,,,No,
05-32-88-81,animal powered equipment,1,1,,,,,,No,
05-32-88-81,post-harvest equipment,1,1,5,,,,,No,
05-32-90-04,manually operated equipment,8,8,,,,,,Yes,1
05-33-04-61,manually operated equipment,3,3,,,,,,No,
05-33-23-03,manually operated equipment,13,13,,,,,,No,
05-33-23-03,animal powered equipment,2,0,,0,,,,No,
05-33-23-08,manually operated equipment,3,3,,,,,,No,
05-33-34-30,manually operated equipment,4,4,,,,,,No,
05-33-39-99,manually operated equipment,24,19,,,,,,Yes,5
05-33-49-44,manually operated equipment,2,1,,,,,,No,
05-33-53-30,manually operated equipment,11,6,,,,,,No,
05-33-53-30,animal powered equipment,2,0,,2,,,,No,
05-33-91-06,manually operated equipment,9,9,,,,,,No,
05-33-91-06,animal powered equipment,2,0,,0,,,,No,
05-33-97-20,manually operated equipment,2,2,,,,,,No,
05-33-99-92,manually operated equipment,23,23,,,,,,No,
05-34-03-35,manually operated equipment,9,8,,,,,,No,
05-34-05-16,manually operated equipment,33,7,,,,,,No,
05-34-05-16,animal powered equipment,1,0,,0,,,,No,
05-34-07-22,manually operated equipment,11,11,,,,,,No,
05-34-08-18,manually operated equipment,5,5,,,,,,No,
05-34-08-18,animal powered equipment,2,2,,,,,,No,
05-34-08-42,manually operated equipment,14,10,,,,,,No,
05-34-20-00,manually operated equipment,6,6,,,,,,No,
05-34-23-61,manually operated equipment,5,5,,,,,,No,
05-34-38-27,manually operated equipment,1,1,,,,,,No,
05-34-39-34,manually operated equipment,7,7,,,,,,No,
05-34-49-06,manually operated equipment,13,13,,,,,,Yes,4
05-34-55-75,Vehicle,1,0,,0,,1,165000,No,
05-34-59-22,manually operated equipment,4,4,,,,,,No,
05-34-60-92,manually operated equipment,58,58,,,,,,No,
05-34-60-92,animal powered equipment,1,0,,1,,,,No,
05-34-64-78,manually operated equipment,8,7,,,,,,Yes,12
05-34-64-78,Vehicle,1,0,,0,,1,30000,No,
05-34-64-98,animal powered equipment,2,0,,2,,,,No,
05-34-85-66,manually operated equipment,1,1,,,,,,No,
05-34-96-42,manually operated equipment,30,29,,,,,,No,
05-35-10-73,manually operated equipment,5,5,,,,,,No,
05-35-27-48,manually operated equipment,2,2,,,,,,No,
05-35-33-46,manually operated equipment,13,13,,,,,,No,
05-35-53-41,manually operated equipment,48,48,,,,,,No,
05-35-53-41,animal powered equipment,1,1,,,,,,No,
05-35-65-99,manually operated equipment,2,2,,,,,,No,
05-35-65-99,animal powered equipment,1,0,,0,,,,No,
05-35-71-01,manually operated equipment,11,10,,,,,,Yes,1
05-35-87-58,manually operated equipment,5,5,,,,,,No,
05-35-87-58,animal powered equipment,1,0,,0,,,,Yes,1
05-35-92-48,manually operated equipment,10,10,,,,,,No,
05-35-92-48,machine powered land preparation and planting equipment,1,0,,0,,1,175000,No,
05-35-95-04,manually operated equipment,28,27,,,,,,No,
05-35-95-04,machine powered equipment,1,1,2,,,,,No,
05-35-95-04,Vehicle,3,3,5,,,,,No,
05-36-14-69,manually operated equipment,180,130,,,,,,No,
05-36-14-69,machine powered land preparation and planting equipment,3,0,,0,,1,190000,No,
