holding_id,crop_id,s9q01,s9q02__1,s9q02__2,s9q02__3,s9q02__4,s9q02__5,s9q02__6,s9q02__7,s9q02__8,s9q02__99,s9q03,s9q04,s9q05,s9q06,s9q07,s9q08,s9q09,s9q10,s9q10a,s9q11
04-22-77-33,Paddy,Yes,No,Yes,No,No,No,Yes,No,No,No,,,80,,,,20,,,
04-22-77-33,Groundnut,Yes,No,Yes,No,No,No,Yes,No,No,No,,,70,,,,30,,,
04-22-92-03,Maize,No,Yes,Yes,No,No,No,No,No,No,No,Half - 50%,100000,Half - 50%,,,,,,,
04-22-92-03,Pigeon pea,No,Yes,No,No,No,No,No,No,No,No,All - 100%,60000,,,,,,,,
04-22-96-48,Maize,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
04-22-96-48,Paddy,No,Yes,Yes,No,No,No,No,No,No,No,One quarter - 25%,80000,Three-quarters - 75%,,,,,,,
04-22-96-48,Sweet potatoes,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
04-23-02-57,Maize,No,No,Yes,No,No,No,Yes,No,No,No,,,Three-quarters - 75%,,,,One quarter - 25%,,,
04-23-02-57,Sweet potatoes,No,Yes,Yes,No,No,No,Yes,No,No,No,One quarter - 25%,50000,Half - 50%,,,,One quarter - 25%,,,
04-23-02-57,Beans,No,No,Yes,No,No,No,Yes,No,No,No,,,Three-quarters - 75%,,,,One quarter - 25%,,,
04-23-02-57,Banana,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
04-23-15-21,Maize,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
04-23-15-41,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
04-23-33-36,Maize,No,Yes,No,No,No,No,No,No,No,No,All - 100%,10200000,,,,,,,,
04-23-33-36,Sunflower,No,Yes,No,No,No,No,No,No,No,No,All - 100%,5460000,,,,,,,,
04-23-36-04,Maize,Yes,Yes,Yes,No,No,No,No,No,No,No,36,270000,64,,,,,,,
04-23-45-34,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
04-23-49-58,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
04-23-49-58,Banana,No,Yes,No,No,No,No,No,No,No,No,All - 100%,300000,,,,,,,,
04-23-49-58,Avocado,No,Yes,No,No,No,No,No,No,No,No,All - 100%,1250000,,,,,,,,
04-23-57-82,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
04-23-57-82,Paddy,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
04-23-57-82,Sunflower,Yes,Yes,No,No,No,No,No,No,No,No,All - 100%,1200000,,,,,,,,
04-23-57-82,Groundnut,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
04-23-60-50,Maize,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
04-23-61-56,Maize,Yes,Yes,Yes,No,No,No,No,No,No,No,One quarter - 25%,250000,Three-quarters - 75%,,,,,,,
04-23-69-88,Paddy,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
04-23-69-88,Sesame,No,Yes,No,No,No,No,No,No,No,No,All - 100%,3000,,,,,,,,
04-23-69-88,Cashew nut,No,Yes,Yes,No,No,No,No,No,No,No,Three-quarters - 75%,3150,One quarter - 25%,,,,,,,
04-23-74-14,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
04-23-77-70,Paddy,No,No,Yes,Yes,No,No,No,No,No,No,,,95,5,,,,,,
04-23-77-70,Cassava,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Half - 50%,700000,45,5,,,,,,
04-23-77-70,Sweet potatoes,Yes,No,Yes,Yes,No,No,No,No,No,No,,,96,4,,,,,,
04-23-78-77,Maize,Yes,No,Yes,No,Yes,No,No,No,No,No,,,Three-quarters - 75%,,One quarter - 25%,,,,,
04-23-78-77,Paddy,Yes,No,Yes,No,No,No,Yes,No,No,No,,,Three-quarters - 75%,,,,One quarter - 25%,,,
04-23-81-84,Maize,Yes,Yes,Yes,No,No,No,No,No,No,No,32,560000,68,,,,,,,
04-23-87-83,Maize,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
04-24-06-83,Maize,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
04-24-14-53,Maize,Yes,No,Yes,No,No,No,Yes,No,No,No,,,Three-quarters - 75%,,,,One quarter - 25%,,,
04-24-14-53,Cassava,Yes,No,Yes,No,No,No,Yes,No,No,No,,,Three-quarters - 75%,,,,One quarter - 25%,,,
04-24-14-53,Beans,Yes,No,Yes,No,No,No,Yes,No,No,No,,,Three-quarters - 75%,,,,One quarter - 25%,,,
04-24-36-03,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
04-24-36-03,Beans,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
04-24-43-91,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
04-24-43-91,Beans,No,Yes,Yes,No,No,No,No,No,No,No,8,20000,92,,,,,,,
04-24-43-91,Coffee,No,Yes,Yes,No,No,No,No,No,No,No,98,490000,2,,,,,,,
04-24-43-91,Banana,No,Yes,Yes,Yes,No,No,No,No,No,No,23,10000,48,29,,,,,,
04-24-67-89,Maize,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
04-24-67-89,Paddy,Yes,Yes,Yes,No,No,No,Yes,No,No,No,40,210000,Half - 50%,,,,10,,,
04-24-82-89,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
04-24-82-89,Groundnut,Yes,No,Yes,No,No,No,Yes,No,No,No,,,90,,,,10,,,
04-25-03-26,Maize,No,No,Yes,No,No,No,No,No,No,No,,,Three-quarters - 75%,,,,,,,
04-25-03-26,Beans,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
04-25-03-26,Pigeon pea,Yes,No,Yes,No,No,No,No,No,No,No,,,Three-quarters - 75%,,,,,,,
04-25-03-26,Banana,No,No,Yes,No,No,No,No,No,No,No,,,Half - 50%,,,,,,,
04-25-32-97,Maize,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
04-25-33-81,Maize,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,35,245000,One quarter - 25%,5,,,,35,,
04-25-33-81,Irish potatoes,Yes,Yes,Yes,No,No,No,No,No,No,No,85,225000,15,,,,,,,
04-25-33-81,Beans,Yes,Yes,Yes,No,No,No,No,No,No,No,45,70000,55,,,,,,,
04-25-33-81,Sunflower,Yes,Yes,Yes,No,No,No,No,No,No,No,90,3430000,10,,,,,,,
04-25-44-32,Paddy,Yes,Yes,Yes,No,No,No,No,No,No,No,76,800000,24,,,,,,,
04-25-44-32,Sorghum,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
04-25-44-32,Sesame,No,Yes,No,No,No,No,No,No,No,No,All - 100%,400000,,,,,,,,
04-25-65-42,Maize,No,No,Yes,No,No,No,Yes,No,No,No,,,97,,,,3,,,
04-25-65-42,Groundnut,No,No,Yes,No,No,No,Yes,No,No,No,,,83,,,,17,,,
04-25-68-04,Maize,Yes,Yes,Yes,Yes,No,No,No,No,No,No,40,400000,32,28,,,,,,
04-25-68-04,Beans,No,No,Yes,Yes,No,No,No,No,No,No,,,Half - 50%,Half - 50%,,,,,,
04-25-68-04,Sunflower,No,No,Yes,Yes,No,No,No,No,No,No,,,Half - 50%,Half - 50%,,,,,,
04-25-83-91,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
04-25-88-44,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
04-25-88-44,Sunflower,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
04-25-96-99,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
04-25-96-99,Beans,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
04-25-98-35,Cassava,No,Yes,No,No,No,No,No,No,No,No,All - 100%,35000,,,,,,,,
04-25-98-35,Banana,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
04-26-02-29,Paddy,No,No,Yes,Yes,No,No,No,No,No,No,,,90,10,,,,,,
04-26-02-29,Cassava,No,No,Yes,Yes,No,No,No,No,No,No,,,Three-quarters - 75%,One quarter - 25%,,,,,,
04-26-02-29,Banana,Yes,No,Yes,Yes,No,No,No,No,No,No,,,92,8,,,,,,
04-26-06-28,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
04-26-16-39,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
04-26-16-39,Irish potatoes,Yes,No,Yes,No,No,No,Yes,No,No,No,,,40,,,,60,,,
04-26-19-76,Maize,Yes,Yes,Yes,No,No,No,No,No,No,No,Three-quarters - 75%,50000,One quarter - 25%,,,,,,,
04-26-19-76,Sorghum,Yes,Yes,Yes,No,No,No,No,No,No,No,One quarter - 25%,28000,Three-quarters - 75%,,,,,,,
04-26-19-76,Bulrush Millet,Yes,Yes,Yes,No,No,No,No,No,No,No,One quarter - 25%,56000,Three-quarters - 75%,,,,,,,
04-26-25-87,Maize,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
04-26-25-87,Beans,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
04-26-51-81,Cassava,No,Yes,Yes,Yes,No,No,No,No,No,No,One quarter - 25%,25000,Half - 50%,One quarter - 25%,,,,,,
04-26-51-81,Pigeon pea,No,No,Yes,Yes,No,No,No,No,No,No,,,Three-quarters - 75%,One quarter - 25%,,,,,,
04-26-72-17,Maize,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,Half - 50%,360000,30,,10,,10,,,
04-26-72-17,Sunflower,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Half - 50%,90000,40,,,,10,,,
04-26-72-17,Groundnut,Yes,Yes,Yes,No,No,No,No,No,No,No,99,800000,1,,,,,,,
04-26-77-85,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
04-27-04-84,Maize,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
04-27-04-84,Tobacco,No,Yes,No,No,No,No,No,No,No,No,All - 100%,200000,,,,,,,,
04-27-04-84,Banana,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
04-27-04-84,Mango,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
04-27-10-41,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
04-27-30-93,Maize,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
04-27-56-60,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
04-27-56-60,Paddy,Yes,Yes,Yes,No,No,No,No,No,No,No,40,120000,60,,,,,,,
04-27-56-60,Cowpeas,No,Yes,Yes,No,No,No,No,No,No,No,60,55000,40,,,,,,,
04-27-56-60,Pigeon pea,Yes,Yes,Yes,No,No,No,No,No,No,No,80,200000,20,,,,,,,
04-27-56-60,Banana,No,Yes,Yes,No,No,No,No,No,No,No,80,350000,20,,,,,,,
04-27-72-50,Maize,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Half - 50%,200000,46,,,,4,,,
04-27-88-18,Maize,Yes,Yes,Yes,No,No,No,No,No,No,No,Half - 50%,600000,Half - 50%,,,,,,,
04-27-88-18,Groundnut,No,Yes,Yes,No,No,No,Yes,No,No,No,40,590000,40,,,,20,,,
04-28-15-17,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
04-28-16-26,Paddy,No,Yes,Yes,No,No,No,No,No,No,No,15,200000,85,,,,,,,
04-28-16-26,Sesame,No,Yes,No,No,No,No,No,No,No,No,All - 100%,225000,,,,,,,,
04-28-17-30,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
04-28-17-30,Groundnut,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
04-28-17-30,Cashew nut,No,Yes,No,No,No,No,No,No,No,No,All - 100%,3500000,,,,,,,,
04-28-18-62,Maize,Yes,Yes,Yes,No,No,No,No,No,No,No,Half - 50%,120000,Half - 50%,,,,,,,
04-28-18-62,Paddy,Yes,Yes,Yes,No,No,No,No,No,No,No,Half - 50%,200000,Half - 50%,,,,,,,
04-28-18-62,Groundnut,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Half - 50%,72000,One quarter - 25%,,,,One quarter - 25%,,,
04-28-19-24,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
04-28-19-24,Paddy,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Half - 50%,820000,42,,,,8,,,
04-28-19-24,Beans,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
04-28-19-80,Maize,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
04-28-19-80,Sunflower,No,Yes,Yes,No,No,No,No,No,No,No,One quarter - 25%,160000,Three-quarters - 75%,,,,,,,
04-28-33-79,Maize,Yes,No,Yes,No,No,No,Yes,No,No,No,,,80,,,,20,,,
04-28-35-17,Maize,No,Yes,Yes,No,No,No,No,No,No,No,90,140000,10,,,,,,,
04-28-35-21,Maize,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
04-28-38-13,Cassava,Yes,No,Yes,Yes,No,No,No,No,No,No,,,Three-quarters - 75%,One quarter - 25%,,,,,,
04-28-46-06,Maize,Yes,No,Yes,No,No,No,Yes,No,No,No,,,Three-quarters - 75%,,,,One quarter - 25%,,,
04-28-46-06,Paddy,Yes,No,Yes,No,No,No,Yes,Yes,No,No,,,30,,,,20,Half - 50%,,
04-28-46-06,Groundnut,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Three-quarters - 75%,40000,20,,,,5,,,
04-28-52-95,Maize,Yes,Yes,Yes,No,No,No,No,No,No,No,40,240000,60,,,,,,,
04-28-59-99,Cassava,No,No,Yes,Yes,No,No,No,No,No,No,,,93,7,,,,,,
04-28-62-15,Sorghum,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
04-28-72-79,Paddy,No,Yes,Yes,Yes,No,No,No,No,No,No,Half - 50%,240000,5,45,,,,,,
04-28-80-89,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
04-28-85-02,Paddy,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,70,936000,10,5,5,5,5,,,
04-29-17-85,Maize,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
04-29-17-85,Sunflower,No,Yes,No,No,No,No,No,No,No,No,All - 100%,200000,,,,,,,,
04-29-32-10,Cotton,No,Yes,No,No,No,No,No,No,No,No,All - 100%,200000,,,,,,,,
04-29-75-29,Maize,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
04-29-76-51,Maize,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
04-29-76-51,Groundnut,No,Yes,Yes,No,No,No,Yes,No,No,No,57,200000,30,,,,13,,,
04-29-86-02,Maize,No,Yes,Yes,No,No,No,No,No,No,No,80,300000,20,,,,,,,
04-29-86-02,Cassava,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
04-29-86-02,Cotton,No,Yes,No,No,No,No,No,No,No,No,All - 100%,300000,,,,,,,,
04-29-86-12,Paddy,Yes,No,Yes,Yes,No,No,No,No,No,No,,,95,5,,,,,,
04-29-86-12,Cassava,Yes,No,Yes,Yes,No,No,No,No,No,No,,,90,10,,,,,,
04-30-05-37,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
04-30-05-37,Beans,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
04-30-05-37,Cowpeas,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
04-30-05-37,Groundnut,Yes,No,Yes,No,No,No,Yes,No,No,No,,,83,,,,17,,,
04-30-10-33,Maize,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
04-30-10-33,Paddy,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
04-30-10-33,Cowpeas,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
04-30-12-66,Maize,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,Half - 50%,135000,5,,,,5,40,,
04-30-12-66,Beans,Yes,No,Yes,No,No,No,Yes,No,No,No,,,95,,,,5,,,
04-30-34-00,Maize,Yes,Yes,Yes,No,No,No,No,No,No,No,2,120000,98,,,,,,,
04-30-42-36,Banana,Yes,No,Yes,Yes,No,No,No,No,No,No,,,Three-quarters - 75%,One quarter - 25%,,,,,,
04-30-50-51,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
04-30-68-30,Maize,Yes,No,Yes,No,No,No,Yes,Yes,No,No,,,35,,,,5,60,,
04-30-68-30,Beans,Yes,No,Yes,No,No,No,Yes,Yes,No,No,,,Half - 50%,,,,20,30,,
04-30-68-30,Sunflower,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
04-30-68-30,Groundnut,No,No,Yes,No,No,No,Yes,Yes,No,No,,,20,,,,5,Three-quarters - 75%,,
04-30-80-49,Maize,Yes,No,Yes,No,No,No,Yes,No,No,No,,,Three-quarters - 75%,,,,One quarter - 25%,,,
04-30-80-49,Beans,Yes,No,Yes,No,No,No,No,Yes,No,No,,,Three-quarters - 75%,,,,,One quarter - 25%,,
04-30-87-97,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,37,,,,,,,
04-30-87-97,Paddy,Yes,Yes,Yes,No,No,No,No,No,No,No,Half - 50%,700000,Half - 50%,,,,,,,
04-30-87-97,Sorghum,No,Yes,No,No,No,No,No,No,No,No,All - 100%,60000,,,,,,,,
04-30-94-63,Mango,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
04-30-94-63,Orange,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
04-31-11-40,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
04-31-50-69,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
04-31-50-69,Sorghum,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
04-31-50-69,Sunflower,Yes,Yes,Yes,No,No,No,Yes,No,No,No,29,200000,41,,,,30,,,
04-31-50-69,Groundnut,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Half - 50%,1100000,One quarter - 25%,,,,One quarter - 25%,,,
04-31-65-41,Paddy,Yes,No,Yes,Yes,No,No,Yes,No,No,No,,,85,8,,,7,,,
04-31-65-41,Banana,Yes,No,Yes,Yes,No,No,No,No,No,No,,,93,7,,,,,,
04-31-66-83,Maize,No,Yes,Yes,No,No,No,No,No,No,No,Half - 50%,360000,Half - 50%,,,,,,,
04-31-66-83,Paddy,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
04-31-66-83,Sweet potatoes,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
04-31-66-83,Beans,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
04-31-68-12,Sorghum,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
04-31-68-12,Groundnut,No,Yes,Yes,No,No,No,No,No,No,No,One quarter - 25%,40000,Three-quarters - 75%,,,,,,,
04-31-83-80,Maize,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
04-31-83-80,Sorghum,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
04-31-83-80,Sunflower,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
04-31-83-80,Groundnut,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
04-31-92-71,Sweet potatoes,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
04-31-99-73,Sorghum,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
04-31-99-73,Sesame,Yes,Yes,No,No,No,No,No,No,No,No,All - 100%,300000,,,,,,,,
04-32-01-14,Maize,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
04-32-01-14,Pigeon pea,No,Yes,No,No,No,No,No,No,No,No,All - 100%,384000,,,,,,,,
04-32-01-14,Sunflower,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
04-32-08-91,Maize,Yes,Yes,Yes,No,No,No,No,No,No,No,Three-quarters - 75%,3000000,One quarter - 25%,,,,,,,
04-32-08-91,Beans,Yes,Yes,No,No,No,No,No,No,No,No,All - 100%,750000,,,,,,,,
04-32-19-85,Paddy,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Three-quarters - 75%,16000000,20,,,,5,,,
04-32-25-63,Maize,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
04-32-25-63,Beans,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
04-32-28-64,Maize,Yes,Yes,Yes,No,No,No,No,No,No,No,Three-quarters - 75%,1200000,One quarter - 25%,,,,,,,
04-32-28-64,Pigeon pea,Yes,Yes,No,No,No,No,Yes,No,No,No,97,180000,,,,,3,,,
04-32-28-64,Sunflower,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
04-32-31-67,Maize,Yes,Yes,Yes,No,No,No,No,No,No,No,Half - 50%,90000,Half - 50%,,,,,,,
04-32-31-67,Coffee,No,Yes,No,No,No,No,No,No,No,No,All - 100%,120000,,,,,,,,
04-32-31-67,Mango,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
04-32-38-92,Maize,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
04-32-38-92,Beans,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
04-32-53-64,Maize,Yes,Yes,Yes,No,No,No,No,No,No,No,67,160000,33,,,,,,,
04-32-73-61,Maize,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
04-33-00-80,Paddy,Yes,Yes,Yes,No,No,No,No,No,No,No,80,400000,20,,,,,,,
04-33-06-76,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
04-33-06-76,Beans,No,Yes,No,No,No,No,No,No,No,No,All - 100%,150000,,,,,,,,
04-33-06-76,Pigeon pea,No,Yes,No,No,No,No,No,No,No,No,All - 100%,252000,,,,,,,,
04-33-12-90,Cassava,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
04-33-14-98,Cassava,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
04-33-21-88,Maize,Yes,Yes,Yes,Yes,No,No,No,No,No,No,38,200000,39,23,,,,,,
04-33-21-88,Cassava,No,Yes,Yes,No,No,No,No,No,No,No,30,20000,70,,,,,,,
04-33-21-88,Beans,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
04-33-21-88,Groundnut,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
04-33-37-45,Maize,No,No,Yes,No,No,No,Yes,No,No,No,,,Three-quarters - 75%,,,,One quarter - 25%,,,
04-33-37-45,Paddy,No,No,Yes,No,No,No,Yes,No,No,No,,,Three-quarters - 75%,,,,One quarter - 25%,,,
04-33-37-45,Groundnut,No,No,Yes,No,No,No,Yes,No,No,No,,,Three-quarters - 75%,,,,One quarter - 25%,,,
04-33-38-71,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
04-33-38-71,Beans,Yes,No,Yes,No,No,No,Yes,No,No,No,,,90,,,,10,,,
04-33-68-43,Paddy,Yes,Yes,Yes,No,No,No,No,No,No,No,9,280000,91,,,,,,,
04-33-68-43,Sesame,No,Yes,No,No,No,No,No,No,No,No,All - 100%,1500000,,,,,,,,
04-33-74-99,Maize,Yes,Yes,Yes,No,No,No,Yes,No,No,No,One quarter - 25%,40000,Half - 50%,,,,One quarter - 25%,,,
04-33-74-99,Cassava,Yes,No,Yes,No,No,No,Yes,No,No,No,,,Three-quarters - 75%,,,,One quarter - 25%,,,
04-33-74-99,Beans,Yes,No,Yes,No,No,No,Yes,No,No,No,,,Three-quarters - 75%,,,,One quarter - 25%,,,
04-33-77-27,Maize,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
04-33-77-27,Pigeon pea,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
04-33-79-49,Maize,No,No,Yes,No,No,No,Yes,No,No,No,,,90,,,,10,,,
04-33-79-49,Paddy,Yes,No,Yes,No,No,No,Yes,No,No,No,,,Three-quarters - 75%,,,,One quarter - 25%,,,
04-33-79-49,Groundnut,Yes,No,Yes,No,No,No,Yes,No,No,No,,,90,,,,10,,,
04-34-17-49,Maize,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
04-34-46-70,Maize,No,Yes,No,No,No,No,No,No,No,No,All - 100%,1800000,,,,,,,,
04-34-46-70,Pigeon pea,No,Yes,No,No,No,No,No,No,No,No,All - 100%,240000,,,,,,,,
04-34-46-70,Mango,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
04-34-53-81,Paddy,No,Yes,Yes,No,No,No,No,No,No,No,30,300000,70,,,,,,,
04-34-72-90,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
04-34-72-90,Groundnut,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
04-34-82-27,Maize,Yes,No,Yes,Yes,No,No,No,No,No,No,,,Three-quarters - 75%,One quarter - 25%,,,,,,
04-34-88-65,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
04-34-88-65,Beans,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
04-35-02-44,Maize,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
04-35-02-44,Paddy,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
04-35-02-44,Cassava,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
04-35-02-44,Sweet potatoes,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
04-35-02-44,Cowpeas,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
04-35-02-44,Groundnut,No,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
04-35-10-33,Maize,Yes,No,Yes,No,No,No,No,No,No,No,,,All - 100%,,,,,,,
04-35-10-33,Sorghum,Yes,Yes,Yes,No,No,No,Yes,No,No,No,80,280000,10,,,,10,,,
04-35-10-33,Groundnut,Yes,No,Yes,No,No,No,Yes,No,No,No,,,One quarter - 25%,,,,Three-quarters - 75%,,,
04-35-11-43,Maize,No,Yes,Yes,No,No,No,No,No,No,No,Half - 50%,210000,Half - 50%,,,,,,,
04-35-11-43,Paddy,No,Yes,No,No,No,No,No,No,No,No,All - 100%,1500000,,,,,,,,
04-35-11-43,Cashew nut,No,Yes,No,No,No,No,No,No,No,No,All - 100%,300000,,,,,,,,
