holding_id,FIELD__id,VULIPLOT__id,s4q02,s4q03_hectares,s4q04,s4q05a,s4q05b,s4q06,s4q07,s4q08__1,s4q08__2,s4q08__3,s4q08__4,s4q08__5,s4q08__6,s4q08__7,s4q08__99,s4q09,s4q10__8,s4q10__9,s4q10__10,s4q10__11,s4q10__12,s4q10__13,s4q10__14,s4q10__115,s4q10__116,s4q10__117,s4q10__118,s4q10__119,s4q10__120,s4q10__121,s4q10__99,s4q10a,s4q11,s4q12__16,s4q12__17,s4q12__18,s4q12__19,s4q12__20,s4q12__99
05-04-89-20,1,1,CULTIVATED WITH CROPS,1,MIXED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
05-05-10-48,1,1,TEMPORARILY LEFT FALLOW,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-05-20-28,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,Yes,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,All - 100%,Yes,Yes,No,No,No,No,No
05-05-20-28,1,2,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
05-05-31-65,1,1,CULTIVATED WITH CROPS,0,MIXED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
05-05-72-35,1,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
05-05-84-57,1,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,Yes,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,No,,,,,,
05-05-98-81,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
05-06-60-61,1,1,CULTIVATED WITH CROPS,2,INTERCROPPED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No
05-06-60-61,2,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
05-06-75-16,1,1,TEMPORARILY LEFT FALLOW,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-06-77-84,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,Yes,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,No,,,,,,
05-06-78-88,1,1,CULTIVATED WITH CROPS,0,MIXED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
05-06-78-88,2,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
05-06-87-25,1,1,A KITCHEN GARDEN/BACKYARD,1,MIXED,No,,,Yes,No,Yes,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,No,,,,,,
05-06-99-72,1,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
05-07-08-13,1,1,CULTIVATED WITH CROPS,4,PURE STAND,No,,,Yes,No,Yes,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,No,,,,,,
05-07-08-13,2,1,CULTIVATED WITH CROPS,2,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
05-07-08-31,1,1,TEMPORARILY LEFT FALLOW,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-07-19-22,1,1,CULTIVATED WITH CROPS,1,INTERCROPPED,No,,,Yes,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,No,,,,,,
05-07-19-22,1,2,CULTIVATED WITH CROPS,0,PURE STAND,No,,,Yes,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,No,,,,,,
05-07-47-66,1,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
05-07-61-26,1,1,TEMPORARILY LEFT FALLOW,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-07-61-26,2,1,TEMPORARILY LEFT FALLOW,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-08-02-71,1,1,CULTIVATED WITH CROPS,3,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
05-08-02-71,1,2,TEMPORARILY LEFT FALLOW,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-08-25-15,1,1,CULTIVATED WITH CROPS,2,MIXED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
05-08-25-15,2,1,CULTIVATED WITH CROPS,2,INTERCROPPED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
05-08-25-15,7,1,A KITCHEN GARDEN/BACKYARD,0,PURE STAND,Yes,All - 100%,MANUAL IRRIGATION,Yes,No,Yes,Yes,No,No,No,Yes,No,No,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No
05-08-25-15,7,2,A KITCHEN GARDEN/BACKYARD,0,PURE STAND,Yes,All - 100%,MANUAL IRRIGATION,Yes,No,Yes,Yes,No,No,No,Yes,No,No,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No
05-08-65-01,1,1,CULTIVATED WITH CROPS,2,PURE STAND,Yes,All - 100%,FLOODING/SURFACE/FURROW,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
05-08-65-01,2,1,CULTIVATED WITH CROPS,3,PURE STAND,Yes,All - 100%,FLOODING/SURFACE/FURROW,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
05-09-30-77,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No
05-09-30-77,2,1,CULTIVATED WITH CROPS,1,INTERCROPPED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No
05-09-30-77,3,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No
05-09-36-26,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
05-09-42-41,1,1,CULTIVATED WITH CROPS,1,MIXED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
05-09-79-95,1,1,CULTIVATED WITH CROPS,0,INTERCROPPED,No,,,Yes,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No
05-09-94-88,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
05-09-94-88,1,2,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
05-10-37-45,2,1,CULTIVATED WITH CROPS,0,PURE STAND,Yes,All - 100%,MANUAL IRRIGATION,Yes,Yes,No,No,No,No,No,No,No,Yes,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,All - 100%,Yes,Yes,No,No,No,No,No
05-10-37-45,2,2,CULTIVATED WITH CROPS,0,PURE STAND,Yes,Three-quarters - 75%,MANUAL IRRIGATION,Yes,Yes,No,No,No,No,No,No,No,Yes,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Half - 50%,Yes,Yes,No,No,Yes,No,No
05-10-55-21,1,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
05-10-60-65,1,1,CULTIVATED WITH CROPS,1,INTERCROPPED,No,,,Yes,No,Yes,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,No,,,,,,
05-10-60-65,1,2,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
05-10-60-65,2,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
05-10-61-84,1,1,CULTIVATED WITH CROPS,0,INTERCROPPED,No,,,Yes,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No
05-10-61-84,2,1,CULTIVATED WITH CROPS,1,INTERCROPPED,No,,,Yes,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,No,,,,,,
05-10-61-84,3,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
05-10-70-03,1,1,CULTIVATED WITH CROPS,1,MIXED,No,,,Yes,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No
05-10-85-53,1,1,CULTIVATED WITH CROPS,2,PURE STAND,No,,,No,,,,,,,,,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All - 100%,Yes,Yes,No,No,No,No,No
05-10-85-53,1,2,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
05-10-85-53,1,3,TEMPORARILY LEFT FALLOW,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-10-85-53,2,1,TEMPORARILY LEFT FALLOW,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-10-88-96,1,1,CULTIVATED WITH CROPS,0,INTERCROPPED,No,,,No,,,,,,,,,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All - 100%,No,,,,,,
05-10-89-48,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
05-11-09-77,1,1,CULTIVATED WITH CROPS,1,MIXED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
05-11-54-76,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All - 100%,No,,,,,,
05-11-54-76,2,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
05-11-54-76,3,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,Yes,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,All - 100%,Yes,Yes,No,Yes,No,No,No
05-11-63-08,1,1,CULTIVATED WITH CROPS,1,MIXED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No
05-11-63-08,2,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No
05-11-64-12,1,1,CULTIVATED WITH CROPS,0,MIXED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
05-11-64-12,2,1,CULTIVATED WITH CROPS,0,MIXED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
05-11-76-38,1,1,TEMPORARILY LEFT FALLOW,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-11-84-72,1,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
05-12-01-53,1,1,TEMPORARILY LEFT FALLOW,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-12-41-37,1,1,A KITCHEN GARDEN/BACKYARD,1,INTERCROPPED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
05-12-58-26,1,1,A KITCHEN GARDEN/BACKYARD,0,MIXED,No,,,Yes,No,No,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,No,,,,,,
05-12-63-94,1,1,CULTIVATED WITH CROPS,0,INTERCROPPED,No,,,Yes,No,Yes,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,No,,,,,,
05-13-07-29,1,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
05-13-89-15,1,1,CULTIVATED WITH CROPS,0,MIXED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
05-13-93-62,2,1,TEMPORARILY LEFT FALLOW,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-13-94-79,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
05-14-04-30,1,1,CULTIVATED WITH CROPS,0,MIXED,No,,,Yes,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,No,,,,,,
05-14-05-43,1,1,CULTIVATED WITH CROPS,0,MIXED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
05-14-05-43,2,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
05-14-05-43,3,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
05-14-25-63,1,1,TEMPORARILY LEFT FALLOW,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-14-25-63,2,1,TEMPORARILY LEFT FALLOW,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-14-28-39,2,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
05-14-58-78,1,1,TEMPORARILY LEFT FALLOW,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-14-96-91,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,0,,No,,,,,,
05-15-25-85,2,1,CULTIVATED WITH CROPS,2,MIXED,No,,,No,,,,,,,,,Yes,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,All - 100%,Yes,Yes,No,No,No,No,No
05-15-25-85,3,1,CULTIVATED WITH CROPS,1,INTERCROPPED,No,,,No,,,,,,,,,Yes,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,All - 100%,No,,,,,,
05-15-25-85,4,1,CULTIVATED WITH CROPS,2,INTERCROPPED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No
05-15-39-07,1,1,TEMPORARILY LEFT FALLOW,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-15-73-33,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
05-16-02-14,1,1,A KITCHEN GARDEN/BACKYARD,0,MIXED,No,,,Yes,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,No,,,,,,
05-16-15-86,1,1,CULTIVATED WITH CROPS,0,MIXED,Yes,All - 100%,FLOODING/SURFACE/FURROW,Yes,No,Yes,No,No,No,No,No,No,Yes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,All - 100%,Yes,Yes,No,No,No,No,No
05-16-15-86,2,1,CULTIVATED WITH CROPS,0,MIXED,Yes,All - 100%,FLOODING/SURFACE/FURROW,No,,,,,,,,,Yes,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,All - 100%,Yes,Yes,No,No,No,No,No
05-16-15-86,3,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,Yes,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,All - 100%,Yes,Yes,No,No,No,No,No
05-16-15-86,4,1,CULTIVATED WITH CROPS,0,PURE STAND,Yes,All - 100%,FLOODING/SURFACE/FURROW,No,,,,,,,,,Yes,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,All - 100%,Yes,Yes,No,No,No,No,No
05-16-15-86,5,1,CULTIVATED WITH CROPS,0,PURE STAND,Yes,All - 100%,FLOODING/SURFACE/FURROW,No,,,,,,,,,Yes,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,All - 100%,Yes,Yes,No,No,No,No,No
05-16-24-99,1,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,Yes,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,No,,,,,,
05-16-25-53,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
05-16-35-12,1,1,CULTIVATED WITH CROPS,1,MIXED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No
05-16-81-77,1,1,CULTIVATED WITH CROPS,1,MIXED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
05-16-81-77,2,1,CULTIVATED WITH CROPS,1,MIXED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
05-17-03-86,1,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
05-17-48-73,1,1,CULTIVATED WITH CROPS,2,MIXED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
05-17-53-59,1,1,CULTIVATED WITH CROPS,1,MIXED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
05-17-53-59,2,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
05-17-53-59,3,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
05-17-58-53,1,1,CULTIVATED WITH CROPS,3,PURE STAND,No,,,Yes,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No
05-17-58-53,2,1,CULTIVATED WITH CROPS,2,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
05-17-97-79,1,1,CULTIVATED WITH CROPS,0,MIXED,No,,,Yes,No,Yes,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,No,,,,,,
05-18-27-69,1,1,TEMPORARILY LEFT FALLOW,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-18-38-31,1,1,CULTIVATED WITH CROPS,1,MIXED,No,,,Yes,No,No,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,No,,,,,,
05-18-54-36,1,1,CULTIVATED WITH CROPS,1,MIXED,No,,,No,,,,,,,,,Yes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,All - 100%,Yes,Yes,No,No,No,No,No
05-19-02-58,1,1,TEMPORARILY LEFT FALLOW,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-19-39-05,1,1,A KITCHEN GARDEN/BACKYARD,0,PURE STAND,Yes,All - 100%,MANUAL IRRIGATION,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
05-19-41-57,1,1,CULTIVATED WITH CROPS,8,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No
05-19-41-57,1,2,CULTIVATED WITH CROPS,2,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
05-19-41-57,1,3,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No
05-19-41-57,1,4,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No
05-19-43-88,1,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,Yes,No,Yes,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,No,,,,,,
05-19-43-88,2,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
05-19-59-63,1,1,CULTIVATED WITH CROPS,1,MIXED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No
05-19-59-63,1,2,CULTIVATED WITH CROPS,0,MIXED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No
05-19-74-13,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
05-19-74-13,2,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
05-19-74-13,3,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
05-19-81-54,1,1,CULTIVATED WITH CROPS,2,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
05-19-81-54,2,1,CULTIVATED WITH CROPS,2,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
05-19-96-52,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,Yes,No,Yes,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,No,,,,,,
05-19-96-52,1,2,CULTIVATED WITH CROPS,0,PURE STAND,No,,,Yes,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,No,,,,,,
05-20-01-25,1,1,A KITCHEN GARDEN/BACKYARD,1,MIXED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
05-20-18-17,2,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
05-20-25-34,1,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No
05-20-25-34,1,2,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
05-20-33-46,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,Yes,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,No,,,,,,
05-20-50-89,1,1,TEMPORARILY LEFT FALLOW,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-20-70-24,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
05-20-70-24,2,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
05-21-08-79,1,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All - 100%,No,,,,,,
05-21-10-49,1,1,TEMPORARILY LEFT FALLOW,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-21-74-10,1,1,CULTIVATED WITH CROPS,0,MIXED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
05-21-86-50,1,1,CULTIVATED WITH CROPS,0,INTERCROPPED,No,,,Yes,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,No,,,,,,
05-21-86-50,2,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,Yes,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,No,,,,,,
05-21-86-50,3,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,Yes,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,No,,,,,,
05-22-05-00,1,1,CULTIVATED WITH CROPS,2,INTERCROPPED,No,,,No,,,,,,,,,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All - 100%,Yes,Yes,No,No,No,No,No
05-22-15-35,1,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No
05-22-15-35,2,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
05-22-19-88,1,1,TEMPORARILY LEFT FALLOW,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-22-19-88,2,1,TEMPORARILY LEFT FALLOW,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-22-72-64,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
05-22-75-17,2,1,A KITCHEN GARDEN/BACKYARD,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
05-23-29-71,1,1,TEMPORARILY LEFT FALLOW,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-24-06-33,1,1,CULTIVATED WITH CROPS,0,MIXED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
05-24-06-33,1,2,CULTIVATED WITH CROPS,0,MIXED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
05-24-21-50,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No
05-24-21-50,1,2,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No
05-24-21-50,1,3,TEMPORARILY LEFT FALLOW,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-24-21-50,2,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
05-24-27-56,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,Yes,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,No,,,,,,
05-24-44-59,1,1,CULTIVATED WITH CROPS,0,MIXED,No,,,Yes,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,No,,,,,,
05-24-44-59,3,1,CULTIVATED WITH CROPS,1,MIXED,No,,,Yes,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,No,,,,,,
05-24-44-59,4,1,CULTIVATED WITH CROPS,0,MIXED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
05-24-47-86,1,1,CULTIVATED WITH CROPS,2,MIXED,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
05-24-47-86,2,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,
05-24-69-26,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,Yes,Yes,Yes,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,No,,,,,,
05-24-78-11,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,Yes,Yes,No,No,No,No,No,No,No,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All - 100%,Yes,Yes,No,No,No,No,No
