holding_id,FIELD__id,crop_id,areaPlanted,s8q01,s8q02__1,s8q02__2,s8q02__3,s8q02__4,s8q02__5,s8q02__6,s8q02__7,s8q02__8,s8q02__9,s8q02__10,s8q02__11,s8q02__99,s8q03__13,s8q03__14,s8q03__15,s8q03__1,s8q03__2,s8q03__3,s8q03__4,s8q03__5,s8q03__6,s8q03__7,s8q03__8,s8q03__9,s8q03__10,s8q03__11,s8q03__12,s8q03__16,harvest_ton
04-78-73-46,2,Banana,0,Yes,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,0
04-78-81-93,1,Cashew nut,0,Yes,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0
04-79-66-58,1,Pigeon pea,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,No,0
04-80-48-37,1,Avocado,0,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,
04-80-48-37,4,Avocado,0,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,
04-80-64-78,1,Banana,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,0
04-80-91-69,1,Cashew nut,1,Yes,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,0
04-80-91-69,1,Orange,1,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,,,,,,,,,,,,,,,,,
04-81-30-89,1,Banana,0,Yes,,,,,,,,,,,,,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,No,0
04-82-02-22,1,Coffee,1,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,No,1
04-82-02-22,1,Banana,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,Yes,No,No,No,No,,,,No,0
04-82-95-57,1,Pigeon pea,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,No,0
04-82-95-57,2,Pigeon pea,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,No,0
04-82-95-57,2,Cashew nut,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,0
04-82-99-77,1,Orange,0,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,
04-83-62-85,1,Coffee,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,No,0
04-83-62-85,1,Mango,0,No,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,,,,,,,,,,,,,,0
04-84-71-19,1,Banana,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,No,0
04-84-71-19,1,Mango,0,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,,,,,,,,,,,,,,,,
04-85-40-67,1,Banana,0,Yes,,,,,,,,,,,,,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,Yes,0
04-87-03-32,1,Banana,0,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,
04-87-03-32,1,Avocado,0,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,
04-87-27-50,1,Avocado,0,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,
04-87-27-50,2,Banana,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,0
04-87-27-50,2,Orange,1,Yes,,,,,,,,,,,,,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,1
04-87-29-71,2,Banana,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,0
04-87-29-71,3,Banana,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,0
04-87-29-71,4,Banana,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,0
04-87-65-31,1,Banana,2,Yes,,,,,,,,,,,,,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,No,Yes,,,,Yes,2
04-88-53-24,1,Pigeon pea,1,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,No,0
04-88-53-24,2,Cashew nut,4,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,No,1
04-89-05-65,1,Pigeon pea,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,No,0
04-89-50-26,1,Cashew nut,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,0
04-89-75-44,1,Coffee,37,Yes,,,,,,,,,,,,,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,0
04-89-75-44,1,Banana,12,Yes,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,8
04-89-75-44,1,Avocado,3,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,3
04-89-75-44,1,Mango,3,Yes,,,,,,,,,,,,,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,2
04-89-75-44,1,Orange,9,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,1
04-90-85-45,1,Coffee,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,,,,Yes,0
04-90-85-45,1,Sugar cane,0,Yes,,,,,,,,,,,,,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,No,,,,Yes,0
04-90-85-45,1,Banana,1,Yes,,,,,,,,,,,,,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,,,,Yes,3
04-90-85-45,1,Avocado,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,Yes,Yes,No,,,,Yes,0
04-92-55-44,1,Banana,0,Yes,,,,,,,,,,,,,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,,,,Yes,0
04-92-82-11,1,Banana,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,0
04-92-82-11,1,Mango,0,Yes,,,,,,,,,,,,,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,1
04-92-84-13,1,Cashew nut,0,Yes,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,0
04-92-84-13,2,Cashew nut,2,Yes,,,,,,,,,,,,,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,0
04-92-84-13,2,Mango,0,Yes,,,,,,,,,,,,,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,10
04-93-97-74,1,Mango,0,Yes,,,,,,,,,,,,,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,0
04-94-13-95,1,Banana,1,Yes,,,,,,,,,,,,,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,,,,No,2
04-94-19-26,1,Pigeon pea,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,0
04-94-58-41,1,Cashew nut,5,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,0
04-94-68-61,1,Pigeon pea,1,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,0
04-94-79-62,1,Banana,1,Yes,,,,,,,,,,,,,No,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,1
04-95-31-29,1,Banana,0,Yes,,,,,,,,,,,,,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,0
04-95-94-53,1,Coffee,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,0
04-95-94-53,1,Banana,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0
04-97-28-29,1,Cashew nut,1,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,0
04-97-28-29,2,Pigeon pea,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,No,0
04-97-53-50,1,Avocado,15,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,8
04-97-58-00,1,Banana,0,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,
04-97-64-02,3,Banana,0,Yes,,,,,,,,,,,,,No,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,,,,No,0
04-97-67-33,1,Banana,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,1
04-97-89-47,1,Coffee,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,0
04-97-89-47,1,Banana,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0
04-97-89-47,2,Banana,0,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,
04-97-89-47,3,Coffee,1,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,
04-98-04-16,1,Pigeon pea,1,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,No,0
04-98-04-16,2,Cashew nut,2,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,0
04-98-06-30,1,Banana,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,0
04-98-16-42,2,Avocado,0,Yes,,,,,,,,,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,,,,Yes,0
04-98-16-42,2,Mango,0,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,,,,,,,,,,,,,,,,,
04-98-16-42,2,Orange,0,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,,,,,,,,,,,,,,,,,
04-98-88-73,1,Coffee,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,Yes,0
04-98-88-73,1,Banana,1,Yes,,,,,,,,,,,,,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,,,,Yes,1
05-00-12-07,1,Pigeon pea,2,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,No,1
05-00-17-93,1,Orange,1,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,10
05-00-38-56,1,Pigeon pea,1,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,No,0
05-00-43-06,1,Pigeon pea,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,0
05-01-13-64,1,Coffee,1,Yes,,,,,,,,,,,,,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,0
05-01-13-64,1,Banana,0,Yes,,,,,,,,,,,,,No,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,Yes,No,No,1
05-01-35-05,1,Coffee,0,No,No,No,No,No,Yes,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,0
05-01-35-05,1,Banana,0,Yes,,,,,,,,,,,,,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,1
05-01-75-41,1,Pigeon pea,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,0
05-01-77-36,1,Coffee,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,0
05-01-77-36,1,Mango,0,Yes,,,,,,,,,,,,,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,0
05-02-03-75,1,Banana,0,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,
05-03-30-12,1,Avocado,1,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,2
05-03-45-99,1,Coffee,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,0
05-03-45-99,1,Banana,0,Yes,,,,,,,,,,,,,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,0
05-03-45-99,1,Avocado,0,Yes,,,,,,,,,,,,,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,0
05-03-45-99,1,Mango,0,Yes,,,,,,,,,,,,,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,2
05-03-85-52,3,Pigeon pea,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,No,0
05-03-89-26,1,Cashew nut,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,0
05-04-02-50,1,Pigeon pea,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,0
05-04-15-30,1,Coffee,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,,,,No,0
05-04-15-30,1,Banana,0,Yes,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,Yes,2
05-04-15-30,1,Avocado,0,Yes,,,,,,,,,,,,,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,,,,No,0
05-04-18-20,2,Pigeon pea,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,0
05-04-52-92,1,Pigeon pea,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,No,0
05-04-58-70,1,Avocado,0,Yes,,,,,,,,,,,,,No,No,Yes,No,No,No,No,No,No,No,No,No,,,,No,0
05-04-58-70,1,Mango,0,Yes,,,,,,,,,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,,,,No,0
05-04-58-70,1,Orange,0,Yes,,,,,,,,,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,,,,No,0
05-05-31-65,1,Coffee,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,,,,No,0
05-05-31-65,1,Banana,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,1
05-05-51-26,1,Banana,0,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,
05-05-98-81,1,Banana,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,2
05-06-78-88,1,Coffee,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,Yes,Yes,No,No,,,,No,0
05-06-78-88,1,Banana,0,Yes,,,,,,,,,,,,,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,,,,No,1
05-06-87-25,1,Coffee,0,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,
05-06-87-25,1,Banana,0,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,
05-07-18-57,5,Coffee,0,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,
05-07-74-34,1,Cashew nut,1,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,0
05-09-86-62,1,Mango,0,Yes,,,,,,,,,,,,,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,,,,No,0
05-09-94-88,1,Banana,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,1
05-10-70-03,1,Banana,1,Yes,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,Yes,0
05-11-09-77,1,Coffee,0,Yes,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0
05-11-09-77,1,Banana,0,Yes,,,,,,,,,,,,,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,0
05-11-49-42,1,Pigeon pea,1,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,0
05-11-58-48,1,Banana,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,0
05-11-58-48,1,Mango,0,Yes,,,,,,,,,,,,,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,0
05-11-64-12,1,Coffee,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,No,0
05-11-64-12,1,Banana,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,0
05-11-76-38,1,Pigeon pea,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,No,0
05-11-76-38,1,Mango,0,Yes,,,,,,,,,,,,,No,No,No,Yes,Yes,No,No,No,No,No,No,No,,,,No,0
05-11-76-38,1,Orange,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,No,0
05-11-76-38,2,Pigeon pea,2,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,No,1
05-11-76-38,3,Pigeon pea,1,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,No,0
05-11-76-38,3,Mango,1,Yes,,,,,,,,,,,,,No,No,No,No,Yes,Yes,No,No,No,No,No,No,,,,No,0
05-11-81-86,1,Pigeon pea,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,0
05-12-41-37,1,Banana,1,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,
05-12-43-43,1,Orange,1,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,
05-12-58-26,1,Banana,0,Yes,,,,,,,,,,,,,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,,,,No,2
05-12-58-26,1,Avocado,0,Yes,,,,,,,,,,,,,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,,,,No,0
05-12-59-01,1,Pigeon pea,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,0
05-13-68-44,1,Cashew nut,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,0
05-14-04-30,1,Coffee,0,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,
05-14-04-30,1,Banana,0,Yes,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,2
05-14-05-43,1,Banana,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,0
05-14-28-39,2,Banana,0,Yes,,,,,,,,,,,,,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes,,,,No,0
05-15-62-26,2,Pigeon pea,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,No,0
05-15-62-26,2,Cashew nut,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,0
05-15-62-26,3,Pigeon pea,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,No,0
05-15-65-68,1,Cashew nut,0,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,
05-16-02-14,1,Banana,0,Yes,,,,,,,,,,,,,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,,,,Yes,1
05-16-02-14,1,Avocado,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,Yes,Yes,No,No,No,No,,,,Yes,0
05-16-15-86,1,Banana,0,Yes,,,,,,,,,,,,,Yes,No,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,,,,Yes,0
05-17-31-18,1,Pigeon pea,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,No,0
05-17-48-73,1,Coffee,1,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,,,,No,0
05-17-48-73,1,Banana,1,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,,,,No,4
05-17-53-59,1,Coffee,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,,,,No,0
05-17-53-59,1,Banana,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,1
05-17-53-59,2,Banana,2,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,4
05-17-97-79,1,Mango,0,Yes,,,,,,,,,,,,,No,No,Yes,Yes,No,No,No,No,No,No,No,No,,,,No,0
05-18-20-89,1,Cashew nut,5,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,0
05-18-38-31,1,Coffee,0,Yes,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,,,,No,0
05-18-38-31,1,Banana,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,2
05-18-38-31,1,Avocado,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,0
05-18-38-31,1,Mango,0,Yes,,,,,,,,,,,,,No,No,Yes,No,No,No,No,No,No,No,No,No,,,,No,0
05-20-01-25,1,Banana,1,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,
05-20-33-46,1,Banana,1,Yes,,,,,,,,,,,,,No,No,No,No,No,Yes,Yes,No,No,No,No,No,,,,No,1
05-21-74-10,1,Banana,0,Yes,,,,,,,,,,,,,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,,,,Yes,1
05-21-74-10,1,Mango,0,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,
05-22-65-68,1,Pigeon pea,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,No,0
05-22-75-17,2,Banana,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,0
05-22-88-38,1,Pigeon pea,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,0
05-24-06-33,1,Pigeon pea,0,Yes,,,,,,,,,,,,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,0
05-24-21-50,1,Pigeon pea,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,No,0
05-24-31-48,1,Pigeon pea,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,1
05-24-47-86,1,Mango,0,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,,,,,,,,,,,,,,,,
05-24-69-26,1,Banana,0,Yes,,,,,,,,,,,,,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,,,,No,1
05-25-48-37,2,Pigeon pea,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,Yes,Yes,No,No,,,,No,0
05-26-48-29,1,Cashew nut,5,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,1
05-26-88-57,1,Mango,0,Yes,,,,,,,,,,,,,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,,,,No,0
05-27-17-51,1,Banana,0,Yes,,,,,,,,,,,,,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,0
05-27-21-25,1,Pigeon pea,0,Yes,,,,,,,,,,,,,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,0
05-27-21-25,1,Mango,0,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,
05-27-43-03,1,Banana,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0
05-27-43-03,2,Banana,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0
05-27-92-33,1,Avocado,0,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,
05-27-92-33,1,Mango,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,0
05-28-65-82,1,Pigeon pea,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,0
05-29-30-76,1,Banana,0,Yes,,,,,,,,,,,,,Yes,No,No,Yes,No,No,No,Yes,No,No,No,Yes,,,,No,1
05-29-74-99,1,Banana,1,Yes,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,Yes,9
05-29-87-78,1,Cashew nut,2,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,0
05-29-87-78,2,Pigeon pea,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,No,0
05-29-87-78,2,Cashew nut,1,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,0
05-29-87-78,3,Pigeon pea,1,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,0
05-30-29-09,1,Coffee,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,Yes,Yes,No,No,No,,,,No,0
05-31-58-53,1,Pigeon pea,1,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,1
05-31-81-94,1,Banana,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,0
05-32-54-29,1,Coffee,1,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,No,1
05-32-54-29,2,Coffee,0,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,
05-32-67-31,1,Banana,1,Yes,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,No,1
05-32-67-31,1,Mango,0,Yes,,,,,,,,,,,,,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,,,,No,0
05-32-67-31,1,Orange,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,No,Yes,Yes,No,No,,,,No,0
05-32-67-31,2,Pigeon pea,1,No,Yes,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,0
05-32-82-56,1,Banana,0,Yes,,,,,,,,,,,,,No,No,No,No,No,No,No,Yes,No,No,No,No,,,,No,1
